"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!1-person household:","Margin of Error!!Total:!!1-person household:","Estimate!!Total:!!1-person household:!!No vehicle available","Margin of Error!!Total:!!1-person household:!!No vehicle available","Estimate!!Total:!!1-person household:!!1 vehicle available","Margin of Error!!Total:!!1-person household:!!1 vehicle available","Estimate!!Total:!!1-person household:!!2 vehicles available","Margin of Error!!Total:!!1-person household:!!2 vehicles available","Estimate!!Total:!!1-person household:!!3 vehicles available","Margin of Error!!Total:!!1-person household:!!3 vehicles available","Estimate!!Total:!!1-person household:!!4 or more vehicles available","Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Estimate!!Total:!!2-person household:","Margin of Error!!Total:!!2-person household:","Estimate!!Total:!!2-person household:!!No vehicle available","Margin of Error!!Total:!!2-person household:!!No vehicle available","Estimate!!Total:!!2-person household:!!1 vehicle available","Margin of Error!!Total:!!2-person household:!!1 vehicle available","Estimate!!Total:!!2-person household:!!2 vehicles available","Margin of Error!!Total:!!2-person household:!!2 vehicles available","Estimate!!Total:!!2-person household:!!3 vehicles available","Margin of Error!!Total:!!2-person household:!!3 vehicles available","Estimate!!Total:!!2-person household:!!4 or more vehicles available","Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Estimate!!Total:!!3-person household:","Margin of Error!!Total:!!3-person household:","Estimate!!Total:!!3-person household:!!No vehicle available","Margin of Error!!Total:!!3-person household:!!No vehicle available","Estimate!!Total:!!3-person household:!!1 vehicle available","Margin of Error!!Total:!!3-person household:!!1 vehicle available","Estimate!!Total:!!3-person household:!!2 vehicles available","Margin of Error!!Total:!!3-person household:!!2 vehicles available","Estimate!!Total:!!3-person household:!!3 vehicles available","Margin of Error!!Total:!!3-person household:!!3 vehicles available","Estimate!!Total:!!3-person household:!!4 or more vehicles available","Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Estimate!!Total:!!4-or-more-person household:","Margin of Error!!Total:!!4-or-more-person household:","Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available"
"0500000US36013","Chautauqua County, New York","55345","1629","6319","1275","19878","1553","19245","1666","7697","1027","2206","489","19847","1632","4328","1044","12629","1282","2041","584","781","500","68","81","19629","1653","1247","631","4266","859","10759","1276","2682","663","675","273","7767","1340","233","185","1569","717","3548","802","1981","645","436","210","8102","1064","511","336","1414","577","2897","680","2253","554","1027","370"
"0500000US36015","Chemung County, New York","33490","1396","3964","1157","10822","1339","12344","1189","4454","877","1906","661","10679","1469","2913","1079","6345","1095","1192","438","179","176","50","81","10931","1080","211","141","2429","710","6426","829","1368","467","497","338","4719","957","306","307","950","473","1936","699","1131","478","396","400","7161","1157","534","544","1098","561","2790","750","1776","627","963","471"
"0500000US36019","Clinton County, New York","31422","1523","3051","811","10509","1282","12034","1491","4442","1053","1386","664","9901","1425","1748","573","7122","1286","885","355","146","200","0","207","11340","1376","676","539","2182","651","6461","1188","1627","619","394","254","4365","1015","224","216","740","483","1855","711","1461","605","85","126","5816","1124","403","407","465","406","2833","987","1208","545","907","591"
"0500000US36027","Dutchess County, New York","110529","2070","8473","1501","37722","2793","41050","2545","15285","1615","7999","1231","30622","2821","4859","1238","20540","2129","3888","978","992","574","343","315","39835","2637","2650","1028","11061","1899","20998","1757","3635","654","1491","549","18743","1908","553","485","3157","972","7821","1304","5935","1030","1277","484","21329","1952","411","248","2964","933","8343","1309","4723","1035","4888","998"
"0500000US36029","Erie County, New York","398326","4131","49110","3380","147120","4881","149197","4601","37630","2718","15269","2137","135300","5447","32343","3046","89948","4665","11544","1716","1267","552","198","191","136108","4946","9365","1675","34159","2853","80018","3611","10392","1372","2174","589","54312","4175","3152","968","12443","1955","20865","2124","13690","1821","4162","1148","72606","3797","4250","1090","10570","1593","36770","2721","12281","1716","8735","1573"
"0500000US36045","Jefferson County, New York","41214","1788","4259","992","15900","1619","14269","1515","5226","954","1560","419","11070","1405","2274","758","7455","1069","1049","429","145","125","147","179","16136","1726","1264","531","5491","1334","6873","1101","1843","635","665","287","5939","947","337","321","1418","526","2606","569","1347","434","231","136","8069","1065","384","316","1536","612","3741","668","1891","681","517","233"
"0500000US36047","Kings County, New York","978091","5532","545385","8044","332236","7292","83199","4273","14368","1762","2903","783","273356","8322","206082","7845","63697","4144","3031","748","440","257","106","110","296701","8291","167696","7109","103229","5006","23984","2566","1648","716","144","168","168918","6390","81111","4679","65730","4213","17503","2041","3962","1079","612","441","239116","8008","90496","4935","99580","5454","38681","2882","8318","1215","2041","625"
"0500000US36051","Livingston County, New York","23409","1202","1569","626","7754","1091","9341","1144","3612","635","1133","405","6759","1093","711","388","4857","897","753","352","374","266","64","64","8963","986","382","267","1499","531","5307","790","1229","441","546","335","3605","872","347","391","1069","605","1146","520","923","404","120","181","4082","762","129","135","329","230","2135","540","1086","388","403","249"
"0500000US36053","Madison County, New York","25986","1167","1551","674","7365","1043","10498","1174","4922","950","1650","482","6804","1135","1084","633","4627","979","619","373","272","247","202","187","10651","901","298","233","1510","493","5825","880","2575","639","443","254","4079","860","32","43","960","476","1834","576","753","409","500","339","4452","923","137","117","268","208","2220","730","1322","500","505","253"
"0500000US36055","Monroe County, New York","305284","3207","34825","3375","114256","4144","112471","4043","31567","2325","12165","1550","104187","4085","21878","3079","74648","3633","5902","1401","1178","467","581","345","103805","3188","7029","1387","23187","2381","62667","2932","8818","1345","2104","654","43597","2709","2717","1119","9259","1542","17507","1965","11641","1424","2473","566","53695","2585","3201","967","7162","1338","26395","1917","9930","1357","7007","1395"
"0500000US36059","Nassau County, New York","449798","2410","31287","3299","138731","4910","173485","5252","69561","3727","36734","2793","94264","4571","18395","2404","68038","4145","6747","1169","730","349","354","248","124559","4191","5134","1159","37087","3243","67634","2883","11074","1354","3630","930","81942","3902","3418","1091","14481","2248","34765","2970","23784","2254","5494","1328","149033","4717","4340","1347","19125","2163","64339","3860","33973","2955","27256","2404"
"0500000US36061","New York County, New York","768203","9298","596127","9484","151780","7150","15827","2587","2610","1104","1859","1223","365872","10917","319853","10082","44341","5393","1476","797","108","187","94","155","229595","8485","167932","8171","53751","4375","6355","1683","588","464","969","1044","92177","5528","63810","4759","23845","3478","3411","1160","882","708","229","195","80559","5245","44532","3880","29843","3304","4585","1163","1032","610","567","594"
"0500000US36063","Niagara County, New York","90625","1943","10208","1588","32368","2297","32454","2357","10671","1566","4924","1181","31256","2517","7120","1451","19967","2290","3351","903","610","401","208","242","32673","2117","2163","798","9040","1354","17323","1790","3073","709","1074","425","11540","1507","267","308","1894","571","4580","959","3736","943","1063","602","15156","1909","658","483","1467","532","7200","1230","3252","851","2579","851"
"0500000US36065","Oneida County, New York","90273","1959","7753","1360","36026","2377","31103","1987","9885","1186","5506","1164","29661","2035","5374","1035","21133","2000","2812","835","211","153","131","126","31382","2435","1086","493","8653","1326","17248","1812","3379","863","1016","447","12578","1886","879","578","2939","962","3725","965","3464","858","1571","631","16652","1738","414","312","3301","1030","7318","1116","2831","729","2788","878"
"0500000US36067","Onondaga County, New York","183218","3028","21895","2207","69634","4161","66136","3194","19796","1965","5757","1062","62884","3108","13655","1844","42803","2989","4957","1223","999","571","470","296","62252","3270","4843","1358","15404","2075","35403","2225","5624","1072","978","376","25078","2347","1577","673","4918","1315","10303","1467","7200","1175","1080","406","33004","2733","1820","860","6509","1678","15473","1852","5973","1068","3229","795"
"0500000US36069","Ontario County, New York","46025","1459","3288","1121","14828","1468","18597","1471","6688","1169","2624","726","13625","1676","2283","937","9532","1233","1293","435","403","307","114","146","17884","1543","753","546","3412","916","10183","1197","2940","824","596","339","6565","1090","49","89","1164","425","2547","686","1919","615","886","441","7951","1092","203","141","720","374","4574","779","1426","456","1028","449"
"0500000US36071","Orange County, New York","131421","2722","13053","1981","38947","2850","48026","3116","19999","2379","11396","1814","31360","2630","6950","1511","19355","2415","4249","1197","755","455","51","90","39729","3132","2429","850","9343","1709","21627","2244","5034","1221","1296","448","21548","2626","1174","811","4396","1430","8296","1334","5625","1191","2057","796","38784","2694","2500","985","5853","1339","13854","2261","8585","1893","7992","1519"
"0500000US36075","Oswego County, New York","46640","1468","3726","873","15991","1456","16302","1556","7627","1335","2994","808","13903","1571","1919","643","10000","1417","1307","467","549","340","128","119","15357","1321","691","409","3231","718","8253","1150","2488","806","694","373","7816","1341","474","443","1928","735","2891","916","1829","585","694","405","9564","1344","642","385","832","274","3851","863","2761","813","1478","565"
"0500000US36079","Putnam County, New York","34470","1417","1723","688","8202","1221","14782","1756","7013","1205","2750","778","8211","1460","1128","579","5586","1124","926","493","396","390","175","217","10085","1153","181","211","1931","736","5841","898","1993","721","139","138","6214","1232","176","177","402","324","3047","915","1864","727","725","428","9960","1656","238","230","283","266","4968","1209","2760","837","1711","625"
"0500000US36081","Queens County, New York","784552","4746","292320","7233","313875","7199","132843","5181","36370","2730","9144","1485","199036","7855","117561","6176","75234","4661","5396","1094","316","225","529","357","220090","6532","77768","5166","96579","5339","40092","3203","4959","1202","692","368","149723","5630","46884","3681","60527","3929","32392","3299","8861","1558","1059","410","215703","5320","50107","3746","81535","3978","54963","3622","22234","1959","6864","1445"
"0500000US36083","Rensselaer County, New York","65790","1562","7846","1536","22327","2051","23299","2017","8964","1506","3354","842","19507","1929","4307","1163","12446","1443","1959","716","687","484","108","185","22753","2140","1543","698","6242","1503","12086","1600","2426","731","456","281","10233","1439","684","464","2033","736","3558","854","3324","1086","634","321","13297","1750","1312","786","1606","581","5696","1361","2527","889","2156","742"
"0500000US36085","Richmond County, New York","166297","2678","28383","2909","57821","3672","56186","3570","17113","2203","6794","1277","39271","3612","13429","2200","22978","2635","2057","800","807","587","0","207","47645","3444","8612","1705","17163","2184","19392","2338","2177","550","301","227","32696","2974","3883","1450","8638","1494","13471","2142","5659","1115","1045","434","46685","3154","2459","835","9042","1712","21266","2226","8470","1986","5448","1133"
"0500000US36087","Rockland County, New York","101424","1321","10210","1720","29606","2570","38589","2635","15059","1786","7960","1624","21035","2101","4002","1168","14726","1693","1768","619","463","375","76","128","26505","1957","1589","693","5484","1113","15840","1602","3300","892","292","232","16243","1868","876","549","1983","646","7058","1376","4781","1215","1545","805","37641","2114","3743","1050","7413","1321","13923","1757","6515","1177","6047","1382"
"0500000US36089","St. Lawrence County, New York","42832","1430","4730","1103","14572","1439","16277","1491","5398","847","1855","583","12392","1435","2487","744","8308","1115","1311","557","266","290","20","38","15756","1570","635","381","3456","893","9290","1050","1969","553","406","313","6119","1026","821","609","1238","642","2081","604","1178","330","801","364","8565","1338","787","509","1570","621","3595","799","1985","697","628","398"
"0500000US36091","Saratoga County, New York","93547","2226","4723","1232","28377","2271","41240","2731","14086","1600","5121","957","23418","1990","2761","821","17519","1764","2565","990","286","298","287","225","36883","2657","349","193","7412","1328","23409","2312","4609","1120","1104","512","14451","1467","646","507","2618","826","6028","1140","4290","875","869","453","18795","1576","967","830","828","488","9238","1383","4901","953","2861","780"
"0500000US36093","Schenectady County, New York","62534","1508","7239","1550","24132","1894","22316","1904","6591","1069","2256","738","19480","1729","3761","1045","13318","1588","1902","820","451","341","48","85","21077","1696","1420","628","6382","1184","10926","1279","1711","582","638","371","10438","1744","1036","760","2898","893","3964","978","2360","586","180","167","11539","1558","1022","625","1534","829","5524","1066","2069","674","1390","636"
"0500000US36101","Steuben County, New York","39283","1536","4059","809","13505","1201","15063","1080","4660","633","1996","561","12803","1277","2681","727","7805","1120","2076","511","202","149","39","47","13782","1044","505","250","3178","799","7964","923","1485","388","650","240","5349","993","180","150","1304","559","1683","485","1606","438","576","392","7349","979","693","417","1218","467","3340","581","1367","360","731","285"
"0500000US36103","Suffolk County, New York","499744","4104","28056","3009","134690","5675","188819","5500","91919","4537","56260","3855","115236","5021","16450","2251","81642","4606","13403","1760","3002","1050","739","384","153453","5036","5465","1623","31043","2930","90255","4311","20985","2198","5705","1389","87563","4195","2029","817","10989","2298","34062","2523","30498","2484","9985","1293","143492","3907","4112","1284","11016","1930","51099","2937","37434","3071","39831","3202"
"0500000US36105","Sullivan County, New York","28960","1694","2616","872","10473","1602","10692","1398","4301","946","878","314","9757","1457","1916","752","5979","1154","1648","572","178","238","36","44","9821","1382","295","310","2699","840","5136","1039","1575","671","116","120","4311","976","381","444","355","212","1993","733","1321","538","261","218","5071","1132","24","45","1440","593","1915","659","1227","639","465","251"
"0500000US36109","Tompkins County, New York","40322","1657","5581","1274","15611","1505","13770","1500","3232","738","2128","780","14042","1852","3971","1091","8382","1429","1048","587","185","222","456","505","15444","1485","1062","551","4504","1078","8178","1173","1187","463","513","296","5841","1259","257","264","1715","783","2218","703","1506","525","145","145","4995","1005","291","251","1010","450","2326","729","354","270","1014","460"
"0500000US36111","Ulster County, New York","69376","2070","5339","1175","25136","2336","23825","2289","9992","1554","5084","1146","23127","2249","2987","904","15968","2036","3427","1117","492","501","253","219","23789","2051","1307","627","5228","1294","12701","1585","3363","897","1190","416","11296","1626","795","507","2026","773","3771","1043","3553","1020","1151","605","11164","1596","250","314","1914","844","3926","746","2584","856","2490","745"
"0500000US36113","Warren County, New York","29593","1551","1828","618","10234","1394","12272","1464","3949","926","1310","540","9249","1255","1232","512","6366","1086","1346","605","202","237","103","129","13132","1356","500","304","2915","868","7335","1096","1722","551","660","384","3659","895","96","150","494","305","1948","762","924","367","197","160","3553","987","0","207","459","333","1643","697","1101","489","350","254"
"0500000US36117","Wayne County, New York","36634","1245","2950","863","11399","1360","13476","1432","5460","1135","3349","780","11137","1369","2226","737","7055","1062","1280","497","264","326","312","298","14244","1444","428","290","3298","872","7212","1208","2263","704","1043","448","4567","837","123","197","417","225","1933","559","1370","532","724","395","6686","1092","173","153","629","401","3051","685","1563","578","1270","558"
"0500000US36119","Westchester County, New York","355136","3238","48412","4289","123690","5180","122922","5084","42066","3325","18046","2237","95175","5047","28044","3313","57968","4203","6183","1565","1621","940","1359","857","110666","4740","10476","2336","33682","3214","53180","3391","11366","1731","1962","682","58918","4479","3918","1280","14761","2452","24253","2968","13008","1927","2978","914","90377","4398","5974","1782","17279","2757","39306","2999","16071","2145","11747","1838"
"0500000US37001","Alamance County, North Carolina","64316","1763","2612","1057","19353","2200","23334","2510","12462","1615","6555","1310","19578","2241","1412","619","12939","1922","4157","1173","865","566","205","163","20868","2002","645","711","3744","981","10956","1504","4035","778","1488","587","10418","1662","384","386","1919","978","2707","838","4194","870","1214","473","13452","2050","171","209","751","673","5514","1509","3368","1053","3648","1143"
"0500000US37019","Brunswick County, North Carolina","58385","2550","1336","693","17406","2219","26961","2186","9615","1475","3067","977","16188","2149","971","682","10811","1829","3080","982","937","645","389","612","29909","1715","365","315","4512","872","19138","1537","5109","1111","785","434","5991","1132","0","216","1029","548","2221","715","2152","683","589","320","6297","1383","0","216","1054","643","2522","984","1417","701","1304","625"
"0500000US37021","Buncombe County, North Carolina","106741","3462","6525","1469","36515","3443","40195","2925","16142","2090","7364","1331","33179","2860","5394","1466","23536","2426","3073","791","894","451","282","238","41380","2804","566","338","8691","1816","23310","2410","6449","1191","2364","878","15202","1916","444","400","3090","1057","5809","1302","4339","1311","1520","652","16980","2529","121","146","1198","723","8003","1841","4460","1185","3198","940"
"0500000US37023","Burke County, North Carolina","36634","1496","1996","753","8926","1718","13706","2078","7953","1215","4053","937","9578","1412","965","526","5346","1230","2449","773","696","393","122","115","15115","1879","658","434","1932","935","6368","1453","4159","1070","1998","718","5388","1412","36","64","559","401","2087","939","1897","928","809","335","6553","1399","337","387","1089","939","2802","855","1201","466","1124","454"
"0500000US37025","Cabarrus County, North Carolina","68798","1914","3264","1195","19907","2247","28959","2700","10823","1702","5845","1417","14523","1967","1624","769","10414","1799","2131","755","220","209","134","205","27086","2387","727","629","5119","1383","15089","1992","4020","1028","2131","716","8989","1514","489","738","1832","830","3931","993","2247","642","490","291","18200","2395","424","443","2542","1446","7808","1520","4336","1216","3090","965"
"0500000US37027","Caldwell County, North Carolina","32513","1464","1316","756","10760","1540","9450","1379","6582","1247","4405","1232","9546","1855","930","646","5667","1379","1704","699","894","478","351","280","11531","1638","386","362","2845","1145","4116","930","3093","862","1091","462","4555","1280","0","216","1389","761","787","417","1352","524","1027","610","6881","1449","0","216","859","636","2843","1021","1243","461","1936","854"
"0500000US37031","Carteret County, North Carolina","28962","1649","1138","467","8946","1163","11183","1217","5219","978","2476","666","8560","1279","948","435","6035","1046","1269","476","222","324","86","100","12282","1384","190","176","2366","704","6391","907","2677","758","658","285","4412","907","0","216","395","234","2442","784","1183","449","392","186","3708","909","0","216","150","126","1081","426","1137","458","1340","600"
"0500000US37035","Catawba County, North Carolina","62417","1772","3262","980","19102","2484","22170","2768","11614","1679","6269","1314","17367","2049","1889","725","11518","1662","2851","859","862","465","247","242","23929","2077","843","719","4415","1411","11548","1965","5956","1303","1167","495","9557","2069","329","242","2192","941","3487","1433","2231","796","1318","526","11564","1635","201","234","977","587","4284","1253","2565","790","3537","1078"
"0500000US37037","Chatham County, North Carolina","30674","947","1203","497","8918","1402","11331","1545","5997","1252","3225","951","8153","1537","935","465","4708","1116","1711","863","613","631","186","249","12264","1477","181","293","1991","728","6519","1337","2633","747","940","590","5067","1124","87","141","1801","1157","1431","610","1015","547","733","497","5190","1140","0","216","418","333","1670","639","1736","802","1366","671"
"0500000US37045","Cleveland County, North Carolina","30599","1728","2890","922","8079","1280","11165","1433","5328","975","3137","779","8229","1361","1701","594","4449","995","1461","625","411","327","207","224","12297","1333","610","468","1797","494","6310","1113","2277","634","1303","475","3951","1044","139","224","1028","666","1090","457","1172","545","522","325","6122","1333","440","456","805","513","2304","845","1468","634","1105","525"
"0500000US37049","Craven County, North Carolina","42221","1600","2473","1038","12094","1778","17631","1902","6885","1338","3138","964","11581","1856","1173","661","7758","1569","1865","809","468","356","317","502","15849","1847","330","242","3304","1070","8128","1303","3187","914","900","485","6799","1433","332","386","478","352","3304","1053","1853","940","832","426","7992","1496","638","598","554","424","4334","1254","1377","608","1089","713"
"0500000US37051","Cumberland County, North Carolina","128135","2243","8259","1273","48106","2556","47270","3010","17908","1714","6592","1086","42890","2737","5328","959","27897","2306","7453","1324","1778","623","434","319","41069","2873","1713","641","10758","1720","19898","1988","6176","1086","2524","759","20392","1849","628","377","5082","978","8635","1199","4994","960","1053","396","23784","2004","590","302","4369","904","11284","1431","4960","924","2581","639"
"0500000US37057","Davidson County, North Carolina","69938","1667","3693","1386","17217","2164","25639","2393","14253","1896","9136","1736","16436","2010","1950","856","9065","1604","4491","1293","574","317","356","356","26343","2623","650","496","5135","1324","10813","1587","6789","1231","2956","881","13924","2047","983","837","1527","690","4821","1296","4104","1188","2489","898","13235","1842","110","108","1490","1012","5514","1177","2786","841","3335","1020"
"0500000US37063","Durham County, North Carolina","131140","2711","10105","1708","46426","2723","53095","3167","15843","2248","5671","1237","43194","3279","6308","1391","30243","2963","5084","1256","1339","734","220","227","44693","3606","1899","801","9202","1720","27372","2620","4622","1202","1598","636","20957","3045","1166","669","4230","1305","9658","2066","4409","1041","1494","784","22296","2974","732","603","2751","1132","10981","1751","5473","2065","2359","741"
"0500000US37067","Forsyth County, North Carolina","148151","2664","11683","2243","51022","3311","50276","3202","23554","2277","11616","1794","49596","3175","8622","1834","30513","2396","7699","1315","2026","785","736","551","50554","3164","1685","778","11004","2225","24769","2142","9559","1539","3537","899","21284","1817","956","562","6062","1486","6650","1032","5614","1244","2002","825","26717","2267","420","402","3443","1436","11158","1714","6355","1149","5341","1175"
"0500000US37069","Franklin County, North Carolina","26720","1244","602","314","6913","1687","11343","1606","4819","1160","3043","771","5076","1270","485","276","3107","1093","1143","537","306","321","35","60","10903","1555","117","160","2372","1016","5480","1279","1810","659","1124","558","5162","1194","0","216","1028","752","1894","822","1553","938","687","332","5579","1144","0","216","406","466","2826","1020","1150","618","1197","562"
"0500000US37071","Gaston County, North Carolina","85705","1578","4652","951","27141","2058","31206","2180","14839","1787","7867","1176","23588","2191","2948","805","15831","1933","3624","969","976","424","209","171","31552","2318","1241","615","6046","1133","15663","1740","6183","1096","2419","633","14541","2063","149","132","2778","922","5644","1255","3802","985","2168","765","16024","1963","314","280","2486","905","6275","1167","3878","890","3071","787"
"0500000US37081","Guilford County, North Carolina","206950","3305","15384","2585","71419","4163","74183","4251","31495","3019","14469","1864","61062","3796","8568","1914","41134","3022","9495","1933","1468","655","397","258","73578","3496","4253","1309","15447","2083","37555","2904","11988","1934","4335","972","35039","3397","1683","1102","9948","2462","11882","1978","8863","1621","2663","777","37271","3017","880","647","4890","1319","15251","1893","9176","1631","7074","1460"
"0500000US37085","Harnett County, North Carolina","46416","1461","2041","813","12642","1567","18130","1877","8920","1258","4683","863","13143","1303","1626","736","7159","1133","3187","813","725","342","446","369","14746","1464","176","130","2860","744","6464","977","3753","766","1493","556","7334","1252","81","117","1098","576","2897","823","1940","663","1318","591","11193","1406","158","251","1525","639","5582","1204","2502","937","1426","499"
"0500000US37089","Henderson County, North Carolina","51115","1508","1944","784","16829","2168","19235","2174","8326","1702","4781","1252","13743","1899","867","496","10097","1796","2454","997","273","249","52","91","21150","1839","534","426","4461","1365","11410","1277","3718","1065","1027","380","5700","1312","193","250","1001","752","1958","745","1289","486","1259","815","10522","1888","350","451","1270","994","3413","1211","3046","1087","2443","912"
"0500000US37097","Iredell County, North Carolina","68145","1701","1932","621","15862","1469","27424","2088","15743","1724","7184","1168","14950","1494","1037","417","9263","1230","3469","746","1063","549","118","121","25815","2047","609","329","4025","946","13168","1562","5869","964","2144","681","11234","1601","133","182","1123","458","3744","1083","4421","922","1813","612","16146","1566","153","258","1451","746","7043","1243","4390","1010","3109","839"
"0500000US37101","Johnston County, North Carolina","73567","1982","3331","1234","19876","2740","28796","2778","13427","2254","8137","1514","16945","2512","2159","984","10054","1992","3356","858","815","405","561","726","23601","2435","817","483","4515","1324","12019","2012","4137","1125","2113","654","13612","2520","0","216","2948","1284","5030","2003","4005","1353","1629","699","19409","2771","355","374","2359","876","8391","2320","4470","1327","3834","1178"
"0500000US37109","Lincoln County, North Carolina","34418","1246","1477","707","7989","1375","13811","1621","7746","1449","3395","947","8208","1605","1033","633","4808","1297","1614","534","753","604","0","216","14603","1656","397","349","2696","967","7588","1275","2876","811","1046","547","4469","1117","47","83","324","296","2267","932","1065","577","766","412","7138","1272","0","216","161","187","2342","704","3052","1010","1583","592"
"0500000US37119","Mecklenburg County, North Carolina","426313","4517","25864","2860","160949","5225","169829","5698","50289","3300","19382","2579","139090","4004","16648","2246","104983","4124","15323","2001","1158","468","978","576","140232","4913","5800","1138","30144","2955","88345","4106","13220","1478","2723","742","64570","4734","1776","706","14714","2295","27618","3054","15746","2003","4716","1249","82421","3996","1640","585","11108","1882","38543","3190","20165","2212","10965","1842"
"0500000US37125","Moore County, North Carolina","41530","1339","1702","781","13320","1811","16997","1923","5799","1056","3712","1085","12603","1879","1181","670","8993","1586","2053","651","219","349","157","173","16308","1632","359","265","1940","606","10465","1580","2613","631","931","537","5034","1243","60","82","1252","715","1761","796","1143","441","818","546","7585","1286","102","136","1135","645","2718","847","1824","720","1806","757"
"0500000US37127","Nash County, North Carolina","37574","1750","2373","952","11556","1787","12873","1632","6274","1421","4498","1124","9551","1849","1430","642","6114","1509","1711","653","296","212","0","216","13618","1707","329","356","2626","983","5720","1150","3131","890","1812","738","6606","1644","371","410","1200","799","2917","1067","1132","676","986","707","7799","1674","243","357","1616","890","2525","807","1715","945","1700","765"
"0500000US37129","New Hanover County, North Carolina","100189","2499","6691","1575","35195","3370","41231","3177","11922","1867","5150","1261","33629","3262","4520","1258","24374","2964","3725","976","445","303","565","470","38439","3059","1069","728","7035","1555","25233","2525","4206","982","896","418","13711","1721","297","313","1474","803","6008","1280","4468","1148","1464","784","14410","1963","805","538","2312","852","6265","1528","2803","911","2225","960"
"0500000US37133","Onslow County, North Carolina","63604","2606","2817","1128","21399","3017","26161","2972","8221","1725","5006","1513","12800","2420","1070","629","9181","1994","1878","888","671","518","0","216","24499","2610","1073","692","6668","2054","12888","2311","2560","916","1310","723","14166","2293","257","245","3624","1455","5447","1821","3289","1257","1549","927","12139","2332","417","454","1926","1191","5948","1729","1701","674","2147","1048"
"0500000US37135","Orange County, North Carolina","55259","1600","3473","1198","18104","1946","20564","1736","9325","1333","3793","1053","18065","2114","2828","1174","12334","1724","2228","904","644","533","31","43","19449","1758","442","382","3640","1001","10593","1351","3654","777","1120","428","7107","1306","49","86","899","493","3480","1003","2085","668","594","455","10638","1502","154","193","1231","616","4263","929","2942","776","2048","917"
"0500000US37147","Pitt County, North Carolina","70926","2307","6232","1588","23415","3136","25278","2447","11465","2262","4536","1227","19612","2754","2683","1065","12877","2380","3283","1011","519","330","250","284","26781","2770","2651","1105","6629","1837","12768","1807","3503","978","1230","632","10155","2252","334","315","1659","736","3509","976","3658","1483","995","555","14378","2018","564","543","2250","853","5718","1481","3785","1228","2061","793"
"0500000US37151","Randolph County, North Carolina","56117","1793","2291","835","16063","1966","19991","2079","10110","1702","7662","1499","15357","1768","1210","661","9214","1467","3468","1043","861","511","604","498","19438","2015","544","522","3738","1020","8782","1446","3780","1069","2594","763","8730","1619","537","406","1736","894","2607","808","3137","1127","713","369","12592","1642","0","216","1375","796","5134","1250","2332","738","3751","1056"
"0500000US37155","Robeson County, North Carolina","46272","863","3809","747","14738","1184","15330","1327","7384","1003","5011","779","14392","1162","2328","566","7739","1026","3219","710","760","325","346","257","14674","1168","793","333","3534","627","5928","757","2767","643","1652","497","7269","999","357","189","1471","474","2697","647","1632","470","1112","421","9937","993","331","171","1994","510","3486","737","2225","567","1901","489"
"0500000US37157","Rockingham County, North Carolina","38462","1483","3227","1077","10359","1687","14573","2112","6125","1329","4178","1284","11934","2011","2207","871","5116","1211","3347","984","768","519","496","547","12718","1508","661","446","3037","945","4561","996","2753","892","1706","814","7389","1578","132","185","1320","709","3498","1218","1493","612","946","537","6421","1232","227","290","886","761","3167","1019","1111","584","1030","522"
