"GEO_ID","NAME","B08201_001E","B08201_001M","B08201_002E","B08201_002M","B08201_003E","B08201_003M","B08201_004E","B08201_004M","B08201_005E","B08201_005M","B08201_006E","B08201_006M","B08201_007E","B08201_007M","B08201_008E","B08201_008M","B08201_009E","B08201_009M","B08201_010E","B08201_010M","B08201_011E","B08201_011M","B08201_012E","B08201_012M","B08201_013E","B08201_013M","B08201_014E","B08201_014M","B08201_015E","B08201_015M","B08201_016E","B08201_016M","B08201_017E","B08201_017M","B08201_018E","B08201_018M","B08201_019E","B08201_019M","B08201_020E","B08201_020M","B08201_021E","B08201_021M","B08201_022E","B08201_022M","B08201_023E","B08201_023M","B08201_024E","B08201_024M","B08201_025E","B08201_025M","B08201_026E","B08201_026M","B08201_027E","B08201_027M","B08201_028E","B08201_028M","B08201_029E","B08201_029M","B08201_030E","B08201_030M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!No vehicle available","Margin of Error!!Total:!!No vehicle available","Estimate!!Total:!!1 vehicle available","Margin of Error!!Total:!!1 vehicle available","Estimate!!Total:!!2 vehicles available","Margin of Error!!Total:!!2 vehicles available","Estimate!!Total:!!3 vehicles available","Margin of Error!!Total:!!3 vehicles available","Estimate!!Total:!!4 or more vehicles available","Margin of Error!!Total:!!4 or more vehicles available","Estimate!!Total:!!1-person household:","Margin of Error!!Total:!!1-person household:","Estimate!!Total:!!1-person household:!!No vehicle available","Margin of Error!!Total:!!1-person household:!!No vehicle available","Estimate!!Total:!!1-person household:!!1 vehicle available","Margin of Error!!Total:!!1-person household:!!1 vehicle available","Estimate!!Total:!!1-person household:!!2 vehicles available","Margin of Error!!Total:!!1-person household:!!2 vehicles available","Estimate!!Total:!!1-person household:!!3 vehicles available","Margin of Error!!Total:!!1-person household:!!3 vehicles available","Estimate!!Total:!!1-person household:!!4 or more vehicles available","Margin of Error!!Total:!!1-person household:!!4 or more vehicles available","Estimate!!Total:!!2-person household:","Margin of Error!!Total:!!2-person household:","Estimate!!Total:!!2-person household:!!No vehicle available","Margin of Error!!Total:!!2-person household:!!No vehicle available","Estimate!!Total:!!2-person household:!!1 vehicle available","Margin of Error!!Total:!!2-person household:!!1 vehicle available","Estimate!!Total:!!2-person household:!!2 vehicles available","Margin of Error!!Total:!!2-person household:!!2 vehicles available","Estimate!!Total:!!2-person household:!!3 vehicles available","Margin of Error!!Total:!!2-person household:!!3 vehicles available","Estimate!!Total:!!2-person household:!!4 or more vehicles available","Margin of Error!!Total:!!2-person household:!!4 or more vehicles available","Estimate!!Total:!!3-person household:","Margin of Error!!Total:!!3-person household:","Estimate!!Total:!!3-person household:!!No vehicle available","Margin of Error!!Total:!!3-person household:!!No vehicle available","Estimate!!Total:!!3-person household:!!1 vehicle available","Margin of Error!!Total:!!3-person household:!!1 vehicle available","Estimate!!Total:!!3-person household:!!2 vehicles available","Margin of Error!!Total:!!3-person household:!!2 vehicles available","Estimate!!Total:!!3-person household:!!3 vehicles available","Margin of Error!!Total:!!3-person household:!!3 vehicles available","Estimate!!Total:!!3-person household:!!4 or more vehicles available","Margin of Error!!Total:!!3-person household:!!4 or more vehicles available","Estimate!!Total:!!4-or-more-person household:","Margin of Error!!Total:!!4-or-more-person household:","Estimate!!Total:!!4-or-more-person household:!!No vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!No vehicle available","Estimate!!Total:!!4-or-more-person household:!!1 vehicle available","Margin of Error!!Total:!!4-or-more-person household:!!1 vehicle available","Estimate!!Total:!!4-or-more-person household:!!2 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!2 vehicles available","Estimate!!Total:!!4-or-more-person household:!!3 vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!3 vehicles available","Estimate!!Total:!!4-or-more-person household:!!4 or more vehicles available","Margin of Error!!Total:!!4-or-more-person household:!!4 or more vehicles available"
"0500000US01003","Baldwin County, Alabama","82325","3231","2248","1032","26515","3492","34260","2872","13522","2351","5780","1334","25327","2805","1763","983","18406","2951","4259","1171","825","597","74","118","31270","2535","214","206","5337","1759","19637","2125","4999","1310","1083","548","12838","2216","165","191","1983","885","4544","1399","4668","1426","1478","627","12890","2234","106","129","789","469","5820","1500","3030","1226","3145","981"
"0500000US01015","Calhoun County, Alabama","44636","2010","2617","1046","14349","1765","15905","1947","7913","1417","3852","1065","13585","1782","1340","609","8393","1558","2981","937","475","410","396","343","14037","1674","807","565","2350","861","7286","1264","2961","771","633","386","7383","1728","239","194","1948","1030","2277","761","2062","857","857","475","9631","1568","231","261","1658","753","3361","1074","2415","915","1966","747"
"0500000US01043","Cullman County, Alabama","32090","1233","579","284","9936","1403","9699","1336","6675","1108","5201","1204","7768","1185","523","268","5409","1099","999","384","164","158","673","528","11365","1325","49","70","2242","811","5361","991","2865","786","848","425","5212","1140","0","206","1728","825","1652","651","959","397","873","475","7745","1133","7","12","557","519","1687","601","2687","795","2807","979"
"0500000US01049","DeKalb County, Alabama","24880","1347","1225","566","7256","1345","8919","1608","5122","1260","2358","648","7551","1315","882","530","4943","1189","1296","452","388","417","42","46","9028","1021","219","219","979","463","4830","933","2531","815","469","202","3357","936","124","169","723","485","978","534","903","581","629","439","4944","1006","0","206","611","388","1815","811","1300","566","1218","432"
"0500000US01051","Elmore County, Alabama","30712","1330","1646","775","8144","1495","11849","1481","4957","991","4116","1330","8767","1512","1244","717","4863","1244","2132","795","462","414","66","121","10641","1212","156","176","1621","544","6249","1099","1747","640","868","436","5538","1239","246","293","875","683","1565","736","1730","789","1122","697","5766","1468","0","206","785","659","1903","725","1018","527","2060","845"
"0500000US01055","Etowah County, Alabama","40053","1930","2276","731","14037","1600","12042","1718","7612","1328","4086","1031","13313","1679","1686","683","7835","1316","2806","875","676","340","310","268","15080","2006","310","252","3436","945","6179","1269","4124","1049","1031","472","4780","1028","28","50","1495","608","1687","665","1011","429","559","351","6880","1387","252","333","1271","550","1370","530","1801","624","2186","879"
"0500000US01069","Houston County, Alabama","39761","1040","2787","500","14618","986","13136","871","6033","748","3187","637","12465","1003","1680","424","8460","889","1823","418","445","182","57","43","14451","1031","642","229","3293","619","7132","732","2249","466","1135","465","5707","771","175","142","1604","518","1783","378","1534","255","611","387","7138","766","290","168","1261","322","2398","395","1805","462","1384","455"
"0500000US01073","Jefferson County, Alabama","264753","3376","18859","2302","90856","4745","96110","4915","40665","3478","18263","2455","84547","4705","13399","1866","55213","4186","12196","1870","2811","985","928","498","90763","4319","3488","1133","20835","2366","47996","3622","14548","2313","3896","1125","38795","3451","562","380","7220","1429","15922","2278","10501","1842","4590","1206","50648","3502","1410","846","7588","1780","19996","2560","12805","2019","8849","1508"
"0500000US01077","Lauderdale County, Alabama","38761","1573","2750","971","11424","1547","13523","1536","6613","1307","4451","1116","12297","1491","1398","526","6752","1289","3362","1229","677","483","108","149","14249","1704","584","354","2411","921","6224","1147","3011","752","2019","822","6040","1372","541","545","1551","960","1428","658","1714","712","806","389","6175","1307","227","268","710","443","2509","909","1211","638","1518","653"
"0500000US01081","Lee County, Alabama","64448","1810","4205","1390","19803","2671","22519","2786","11988","1735","5933","1337","20854","2920","2633","1028","14418","2520","3166","1323","637","524","0","206","20809","2416","838","815","2511","829","11638","2210","4447","1221","1375","552","10323","1863","647","705","1669","870","1902","795","4328","1336","1777","936","12462","1888","87","146","1205","564","5813","1329","2576","1006","2781","1003"
"0500000US01083","Limestone County, Alabama","32020","1530","386","220","7664","1396","13616","1730","6946","1396","3408","809","6512","1273","334","191","4445","1189","1314","513","255","275","164","208","14017","1614","52","96","2165","768","6980","1367","3787","1099","1033","569","3665","1030","0","206","420","337","1901","733","1056","554","288","231","7826","1297","0","206","634","447","3421","1112","1848","557","1923","708"
"0500000US01089","Madison County, Alabama","155878","2604","7048","1228","47970","2957","61420","3168","25173","2448","14267","2419","45400","3544","3900","907","32462","2803","6793","1476","1661","562","584","488","58488","4030","1834","674","9724","1802","33280","2938","10084","1501","3566","1556","22434","2457","453","319","3326","1262","8653","1747","6240","1226","3762","975","29556","3062","861","594","2458","983","12694","1678","7188","1548","6355","1555"
"0500000US01095","Marshall County, Alabama","35330","1274","1677","636","9796","1191","14034","1697","6582","1280","3241","855","9031","1253","1120","515","5406","991","1868","618","317","230","320","342","12007","1266","229","161","2332","757","6417","1118","2718","703","311","159","6376","1265","172","229","1154","361","2419","814","1672","662","959","559","7916","1206","156","180","904","443","3330","1033","1875","658","1651","588"
"0500000US01097","Mobile County, Alabama","155946","2876","11780","2327","51586","3233","57112","3178","24426","2233","11042","1953","51593","3556","8404","2178","32643","2543","7658","1413","1921","809","967","658","52091","3066","1305","485","11100","1790","29849","2562","7694","1523","2143","990","21877","2434","1224","654","3677","1105","8911","1770","5604","1138","2461","974","30385","2519","847","595","4166","1082","10694","1459","9207","1447","5471","1470"
"0500000US01101","Montgomery County, Alabama","88864","2242","6357","1376","32697","2711","33595","2388","11549","1767","4666","968","30655","2736","4579","1204","19179","2094","5941","1511","877","409","79","102","29731","2536","1152","507","7333","1466","15182","1844","4662","889","1402","512","12308","2002","170","164","2667","916","5620","1278","2776","951","1075","588","16170","1912","456","392","3518","1148","6852","1433","3234","984","2110","706"
"0500000US01103","Morgan County, Alabama","46470","1676","2133","793","12332","1698","17231","1605","8912","1603","5862","1214","12091","1702","1265","618","8249","1565","1990","773","394","409","193","181","18005","1763","374","282","2253","806","9559","1356","4355","1336","1464","584","6002","1410","23","41","879","492","1800","786","1951","754","1349","691","10372","1524","471","388","951","650","3882","913","2212","775","2856","980"
"0500000US01115","St. Clair County, Alabama","32829","1261","1331","600","6497","1650","14326","1832","7403","1394","3272","1124","6733","1317","682","404","4067","1137","1399","682","411","352","174","251","13462","1754","206","218","2040","1025","7409","1740","3400","1003","407","328","4942","1427","349","417","225","274","2447","1120","1457","650","464","382","7692","1422","94","148","165","240","3071","1250","2135","894","2227","930"
"0500000US01117","Shelby County, Alabama","84048","1602","1803","595","23414","2423","36084","2486","15580","1935","7167","1310","22831","2444","1277","565","17693","2279","3018","965","686","472","157","211","30395","2136","335","174","3935","1168","18909","2122","5498","1011","1718","786","14582","1648","55","89","1411","496","6573","1217","4991","1299","1552","610","16240","1968","136","169","375","266","7584","1448","4405","1115","3740","846"
"0500000US01121","Talladega County, Alabama","30602","1841","2999","920","8156","1383","9359","1550","5455","1023","4633","1192","8713","1478","1908","689","4718","975","1637","813","287","303","163","249","10143","1546","557","496","1715","716","4068","875","2073","729","1730","874","5878","1259","362","344","720","476","1922","825","1645","790","1229","574","5868","1321","172","182","1003","588","1732","748","1450","641","1511","697"
"0500000US01125","Tuscaloosa County, Alabama","74259","2679","4827","1262","24903","2553","27912","3080","11454","1908","5163","1068","21420","2256","2562","782","15491","2046","2911","976","456","271","0","206","26385","2621","1720","955","5918","1643","13287","2074","4438","1124","1022","442","13903","2262","488","467","2359","896","5386","1755","4069","1086","1601","535","12551","1779","57","93","1135","530","6328","1409","2491","860","2540","887"
"0500000US01127","Walker County, Alabama","25153","1223","1018","456","7981","1185","7333","1354","4817","993","4004","1010","6633","1065","721","365","3580","874","1438","641","541","474","353","368","9079","1418","223","215","2147","747","3468","882","1880","663","1361","715","4224","1002","74","98","603","289","1214","584","1112","541","1221","551","5217","1136","0","206","1651","720","1213","498","1284","630","1069","513"
"0500000US02020","Anchorage Municipality, Alaska","105198","2489","6226","1386","35271","3022","43000","3218","14149","1812","6552","1346","29680","2423","4254","1348","20387","2229","4145","1134","595","456","299","324","36219","2886","539","420","8914","1834","21254","2389","4402","1053","1110","458","15099","1894","169","174","2288","918","7464","1317","3635","927","1543","618","24200","2435","1264","767","3682","1217","10137","1868","5517","1101","3600","1041"
"0500000US02090","Fairbanks North Star Borough, Alaska","35556","1761","2633","1144","8045","1651","14451","1776","5596","1595","4831","1355","8844","1685","1754","902","3877","1079","2763","1018","245","230","205","206","11050","1735","556","449","2472","1070","5014","1210","1963","774","1045","720","5875","1418","297","322","1050","630","1849","729","816","499","1863","969","9787","1658","26","45","646","544","4825","1494","2572","1260","1718","745"
"0500000US02170","Matanuska-Susitna Borough, Alaska","32736","739","1096","316","8294","750","11467","899","7557","870","4322","620","6970","782","790","301","4347","693","1388","438","300","177","145","109","11929","963","213","163","2301","443","5450","648","2747","566","1218","346","4496","660","0","163","817","288","1276","361","1515","394","888","300","9341","913","93","96","829","364","3353","544","2995","578","2071","381"
"0500000US04001","Apache County, Arizona","20925","946","2576","484","8242","916","5773","835","2340","626","1994","667","8267","1117","2022","418","4003","880","1136","471","439","319","667","558","6365","1013","299","160","2192","703","2831","787","673","347","370","211","2740","696","88","73","1026","348","731","396","589","432","306","197","3553","583","167","105","1021","360","1075","369","639","299","651","209"
"0500000US04003","Cochise County, Arizona","51982","1532","3668","1060","16372","1925","17878","1790","9861","1538","4203","1137","16030","1739","2463","952","8896","1448","3457","1098","896","507","318","331","18143","1564","706","469","3711","869","7860","1104","4680","1174","1186","587","8065","1390","392","355","2030","820","2527","969","2353","643","763","607","9744","1593","107","180","1735","812","4034","991","1932","686","1936","654"
"0500000US04005","Coconino County, Arizona","48993","2018","3193","1024","15574","1956","17718","1656","7443","1339","5065","1000","13236","1798","2263","903","8566","1501","1796","666","508","362","103","143","18777","2039","673","370","3926","1199","9654","1379","3397","1024","1127","525","5933","1226","76","140","1603","816","2246","684","1289","532","719","354","11047","1445","181","208","1479","478","4022","1134","2249","625","3116","950"
"0500000US04013","Maricopa County, Arizona","1611722","9030","93068","5006","538714","8304","628282","12194","236584","8486","115074","5601","426312","9356","58237","4011","306229","7017","49747","4145","8937","1883","3162","999","566977","9906","19371","2531","142413","5383","322434","9173","64916","3784","17843","2194","229150","7542","6883","1772","41714","3301","99268","5014","64101","4170","17184","2112","389283","9579","8577","1659","48358","3952","156833","7203","98630","5700","76885","4480"
"0500000US04015","Mohave County, Arizona","91095","3289","4917","1448","27161","3202","35619","3690","15604","2143","7794","1630","24137","2567","3196","1278","12734","2306","5998","1661","1173","524","1036","704","43307","2984","812","414","10708","2259","20670","2230","7148","1273","3969","1195","11743","1869","544","431","2150","880","4600","1093","3311","1039","1138","597","11908","2017","365","381","1569","664","4351","1383","3972","1064","1651","648"
"0500000US04017","Navajo County, Arizona","38732","1795","3426","596","13583","1452","13421","1381","4778","976","3524","823","9350","1180","1784","446","5100","903","2187","632","279","233","0","218","14386","1378","914","354","4035","930","6147","976","1852","641","1438","531","4559","1012","268","178","1895","724","1134","401","983","377","279","264","10437","1389","460","268","2553","827","3953","981","1664","634","1807","563"
"0500000US04019","Pima County, Arizona","410404","5277","30853","2941","153276","5757","148683","6242","52566","3413","25026","2894","131793","5169","21087","2699","91717","4533","15334","1958","2600","779","1055","569","144431","4579","5587","1300","39789","2946","75859","4151","17420","1983","5776","1294","50188","3406","1425","679","10175","1806","21858","2499","12937","1611","3793","795","83992","4664","2754","693","11595","2030","35632","3294","19609","2204","14402","2246"
"0500000US04021","Pinal County, Arizona","153413","3559","4893","1361","53062","3634","59055","3880","24777","2658","11626","2071","33677","2716","3690","1259","22736","2479","5698","1299","1407","631","146","151","60232","3168","661","466","21564","2067","29177","2449","6531","1667","2299","861","17595","2589","344","252","3731","1099","7641","1658","5098","1633","781","324","41909","3361","198","185","5031","1687","16539","2330","11741","1932","8400","1867"
"0500000US04025","Yavapai County, Arizona","102784","2449","5467","1335","33194","2678","39651","3197","15597","2203","8875","1425","32295","2874","3652","1131","21231","2281","5688","1739","1332","749","392","343","45243","2772","1121","519","8420","1597","25065","2451","7322","1656","3315","1046","10536","1590","432","577","2057","816","3078","1050","3265","1081","1704","587","14710","2050","262","411","1486","733","5820","1508","3678","1125","3464","972"
"0500000US04027","Yuma County, Arizona","74042","2409","4222","1152","26064","2383","26157","2646","11544","1900","6055","1361","16648","1900","2699","944","11222","1567","2222","616","254","206","251","239","27148","2168","1169","556","8992","1367","12278","1724","3159","872","1550","663","11692","1965","76","134","3498","1153","4758","1333","2300","782","1060","691","18554","1906","278","311","2352","869","6899","1630","5831","1601","3194","969"
"0500000US05007","Benton County, Arkansas","100749","1952","3043","864","30360","2375","42957","3065","14893","2065","9496","1756","22741","2338","1806","700","17981","2025","2328","803","577","302","49","95","35117","2745","757","373","6768","1427","21014","2092","4419","993","2159","911","16598","1692","368","330","2924","984","7345","1434","4084","953","1877","904","26293","1962","112","176","2687","861","12270","1645","5813","1353","5411","1251"
"0500000US05031","Craighead County, Arkansas","41409","1584","2187","1013","15955","1801","17199","1783","4423","1029","1645","645","11342","1779","1288","718","7920","1459","1797","770","253","213","84","128","14869","2113","482","365","4593","1300","8975","1498","525","342","294","262","7447","1617","147","190","2127","958","3450","1110","1485","585","238","233","7751","1539","270","418","1315","694","2977","940","2160","677","1029","480"
"0500000US05045","Faulkner County, Arkansas","47389","1263","1693","688","14320","1938","19365","1934","8813","1517","3198","1041","11331","2039","725","436","8902","1740","1197","603","496","464","11","21","17269","1747","467","358","3345","1024","10132","1537","2662","719","663","301","7305","1217","254","253","1060","561","3038","896","2244","813","709","530","11484","1586","247","207","1013","556","4998","1248","3411","1166","1815","778"
"0500000US05051","Garland County, Arkansas","41743","1957","3855","1234","14636","1990","14714","1863","6267","1183","2271","835","13616","1796","2627","1042","8955","1381","1525","747","294","234","215","209","15903","1937","325","241","3827","1205","8990","1556","2208","677","553","409","5110","1374","440","531","475","328","2220","883","1448","629","527","366","7114","1549","463","633","1379","872","1979","798","2317","889","976","654"
"0500000US05069","Jefferson County, Arkansas","27593","1255","1831","687","9817","1434","9948","1760","5097","934","900","372","9378","1393","1090","517","5563","1090","1987","916","738","402","0","206","10202","1569","504","396","2324","835","5140","1427","1753","762","481","274","2990","841","114","183","775","431","994","540","908","396","199","208","5023","1282","123","165","1155","593","1827","969","1698","721","220","198"
"0500000US05085","Lonoke County, Arkansas","26052","1344","1435","533","6900","1191","9492","1115","5294","1093","2931","830","6030","1180","893","494","3505","966","753","353","339","388","540","483","9387","1151","414","314","1176","641","5251","871","2146","675","400","272","4420","873","90","124","922","559","1488","644","1462","594","458","217","6215","1131","38","67","1297","746","2000","596","1347","626","1533","596"
"0500000US05119","Pulaski County, Arkansas","158000","3302","12746","2061","59463","4368","58730","3968","20092","2343","6969","1408","56017","3749","8867","1762","39372","3466","6591","1791","1142","681","45","79","51866","2946","1983","865","11913","2093","30785","2547","5565","1075","1620","693","25500","3157","828","494","5218","1839","9163","1731","8208","1744","2083","790","24617","2625","1068","616","2960","1181","12191","1944","5177","1272","3221","1029"
"0500000US05125","Saline County, Arkansas","45455","1550","2329","911","12608","2041","20180","2411","7382","1399","2956","823","12685","2181","1918","952","7295","1523","3061","1159","411","347","0","206","16536","1928","288","224","2342","984","10010","1647","2810","946","1086","561","7621","1331","96","153","1801","828","3112","946","2097","982","515","313","8613","1497","27","44","1170","693","3997","1107","2064","799","1355","530"
"0500000US05131","Sebastian County, Arkansas","51384","1786","4178","1253","18361","2141","19222","2047","6124","1256","3499","1030","14928","1952","2764","1002","10032","1636","1893","816","229","255","10","18","17631","1916","455","338","4601","1182","9512","1482","2266","652","797","459","6047","1318","602","553","1326","796","2435","769","1166","560","518","359","12778","2043","357","390","2402","968","5382","1648","2463","788","2174","859"
"0500000US05143","Washington County, Arkansas","89249","2141","4662","1329","27330","2829","35657","2690","14224","2081","7376","1529","22568","2486","3369","1126","15770","1999","2341","764","303","201","785","630","29171","2511","327","338","5332","1581","17311","1874","4932","1170","1269","629","15710","2220","275","313","3117","1170","6118","1524","4751","1297","1449","638","21800","2582","691","530","3111","1372","9887","1718","4238","1375","3873","1252"
"0500000US05145","White County, Arkansas","28621","1565","1530","537","9270","1413","10299","1769","5674","1171","1848","760","9327","1670","1172","494","5901","1415","1840","833","68","99","346","377","9090","1379","293","211","1556","574","4471","1143","2273","769","497","379","4477","1235","39","68","1088","651","1692","753","1527","820","131","148","5727","1236","26","47","725","405","2296","771","1806","613","874","480"
"0500000US06001","Alameda County, California","585632","3709","53446","3510","192335","5588","211548","5305","80721","3951","47582","3166","152150","6334","33085","3093","98124","4958","17204","2032","2542","732","1195","670","179441","5375","11528","1931","58071","3595","82932","4208","21552","2457","5358","1044","99140","4898","4169","932","19407","2045","44630","3475","22346","2292","8588","1370","154901","4265","4664","1096","16733","1859","66782","3660","34281","2730","32441","2457"
"0500000US06007","Butte County, California","77651","1790","4858","1132","23014","1730","28945","2594","12150","1748","8684","1507","20696","2018","2516","792","14124","1658","3319","897","550","505","187","181","27708","1974","1672","853","5714","885","14195","1933","4501","948","1626","700","12720","2164","469","319","1813","821","5786","1359","3020","858","1632","781","16527","1735","201","235","1363","501","5645","1198","4079","1115","5239","1197"
"0500000US06013","Contra Costa County, California","399792","2910","18375","2580","113751","4127","154845","5251","70912","4239","41909","3933","91579","4411","11744","1840","63967","3718","12196","2109","2371","871","1301","567","121888","4723","3537","1268","26376","3198","68341","3746","17670","2158","5964","1129","71956","4142","1404","829","11981","1963","30040","2595","20983","2532","7548","1544","114369","4115","1690","895","11427","1917","44268","3393","29888","2896","27096","2930"
"0500000US06017","El Dorado County, California","74216","2393","2937","1108","17724","1843","29942","2419","12908","1706","10705","1615","18541","2403","2338","991","11143","1751","3196","950","852","497","1012","691","29566","1994","68","113","4102","1119","16795","1633","4826","879","3775","1122","11111","1550","488","314","1302","609","4176","939","2981","817","2164","883","14998","1934","43","74","1177","611","5775","1251","4249","1092","3754","958"
"0500000US06019","Fresno County, California","315974","2193","26062","2800","104542","3934","108359","3771","48285","3379","28726","2516","74135","4348","15288","2185","45880","3383","10840","1790","1543","617","584","341","85416","3734","5008","1380","24232","2621","42088","2616","11599","1731","2489","832","50545","3634","2320","828","14689","2298","18107","2244","10928","1504","4501","1139","105878","5134","3446","1144","19741","2796","37324","3188","24215","2704","21152","2498"
"0500000US06023","Humboldt County, California","55692","1614","5403","1382","18651","1831","20621","2090","6773","1399","4244","973","17826","2149","3346","1199","10536","1598","3240","1028","242","201","462","428","20342","2273","1088","509","5517","1415","9540","1544","3092","955","1105","486","7998","1552","514","341","2014","843","2846","916","1779","711","845","435","9526","1486","455","375","584","440","4995","998","1660","574","1832","729"
"0500000US06025","Imperial County, California","48182","1865","4885","1237","12777","1783","15698","2421","10771","1899","4051","1087","10649","1902","2672","935","5511","1307","1871","1160","577","478","18","33","12539","1919","894","576","3001","864","5212","1292","2778","1259","654","373","8415","1645","382","387","2442","920","2995","959","2146","993","450","292","16579","2175","937","771","1823","694","5620","1335","5270","1556","2929","1023"
"0500000US06029","Kern County, California","272888","3419","17101","2585","85916","5018","99437","5753","44317","4022","26117","3042","61014","4390","10015","2268","39917","2929","9082","1832","1591","725","409","329","78674","3549","3174","1047","21068","2812","38700","3696","10285","1846","5447","1339","44237","3822","1563","935","10297","2222","16638","2675","10636","1933","5103","1764","88963","4758","2349","811","14634","2561","35017","3474","21805","3055","15158","2258"
"0500000US06031","Kings County, California","44761","1150","2152","897","12964","1783","18494","2041","7008","1407","4143","1245","8437","1588","758","503","6269","1362","915","387","39","65","456","596","11892","1780","688","530","2031","725","6118","1405","1993","694","1062","596","7891","1813","171","243","2058","884","3534","1220","1768","625","360","275","16541","1892","535","422","2606","831","7927","1632","3208","1008","2265","770"
"0500000US06033","Lake County, California","25968","1699","996","544","8254","1411","10430","1759","4512","1236","1776","707","8846","1541","867","547","5216","1340","2244","766","317","242","202","257","9500","1365","88","114","2246","838","4334","1161","2180","860","652","454","2777","899","15","33","88","107","1462","708","826","488","386","293","4845","1077","26","33","704","513","2390","868","1189","614","536","413"
"0500000US06037","Los Angeles County, California","3328398","9311","289912","8863","1098089","12702","1167124","13243","481757","10167","291516","7541","857844","10883","173923","7236","578569","9417","86621","5138","13340","1723","5391","1316","947312","13609","63583","4518","276526","7972","490429","10918","89812","4331","26962","2654","558005","9885","23162","2210","107741","4832","235773","7534","148259","4727","43070","3373","965237","13155","29244","2792","135253","6600","354301","8885","230346","6798","216093","6947"
"0500000US06039","Madera County, California","44387","1836","1204","573","10436","1720","15992","1779","11109","1617","5646","1306","6192","1397","207","181","3812","964","1555","739","603","521","15","28","13843","1436","656","426","2587","818","6276","1100","3660","916","664","422","6721","1328","268","354","1947","931","2072","715","1715","720","719","341","17631","1849","73","122","2090","973","6089","1213","5131","1417","4248","1325"
"0500000US06041","Marin County, California","105298","1492","4677","1271","34941","3096","42232","3211","17051","2013","6397","1212","32844","2805","3837","1187","23561","2690","4653","1089","531","317","262","219","37075","2747","707","455","5939","1313","22818","2409","6119","1461","1492","514","14418","1438","0","216","1923","723","6441","1266","4361","1041","1693","645","20961","2130","133","121","3518","1264","8320","1551","6040","1175","2950","939"
"0500000US06045","Mendocino County, California","34478","1479","2924","1099","10739","1629","12578","1800","4982","1149","3255","939","12133","1750","2317","972","6760","1322","2640","1054","386","276","30","52","12826","1528","467","335","2037","682","6491","1331","2248","694","1583","749","3786","1066","124","152","275","205","1170","596","1231","520","986","592","5733","1289","16","33","1667","1019","2277","923","1117","716","656","324"
"0500000US06047","Merced County, California","80645","1718","4374","1226","20685","2064","29476","2524","16149","2294","9961","1602","13252","1914","2112","935","8420","1498","2501","732","219","167","0","216","22257","2180","1333","583","6686","1446","8748","1481","3832","1201","1658","852","15466","2039","411","336","3135","1125","6768","1454","3682","1118","1470","564","29670","2303","518","384","2444","811","11459","1751","8416","1894","6833","1382"
"0500000US06053","Monterey County, California","128227","2197","5096","1103","33386","2505","50135","2719","26180","2187","13430","1657","27485","2173","3536","944","18100","1969","4417","829","1297","541","135","147","35896","2559","1018","444","6942","1315","20435","2004","5616","1017","1885","508","17400","1990","262","313","2035","768","6850","1096","6533","1478","1720","549","47446","2730","280","282","6309","1330","18433","2051","12734","1653","9690","1509"
"0500000US06055","Napa County, California","48107","1441","2849","779","13327","1487","18442","1654","8662","1321","4827","748","13628","1417","2193","752","8923","1263","1814","537","330","195","368","354","16588","1392","296","165","3025","659","9543","1196","2866","698","858","329","7280","1266","208","167","679","367","3184","1050","2452","760","757","315","10611","1035","152","139","700","532","3901","832","3014","733","2844","556"
"0500000US06057","Nevada County, California","39365","2247","1512","605","11613","1932","12496","1788","8723","1327","5021","1033","11628","1744","1073","582","7304","1482","2177","837","954","519","120","150","15981","1885","325","269","2877","1084","7127","1232","4103","867","1549","607","4768","1223","58","92","889","678","1805","837","1221","522","795","495","6988","1238","56","108","543","577","1387","483","2445","840","2557","721"
"0500000US06059","Orange County, California","1044280","6750","44585","3524","268372","7578","432425","7794","184969","5997","113929","5088","221568","6486","27119","2803","159027","5851","25449","2719","7305","1465","2668","1016","319214","7238","9298","1562","60638","4280","201903","5954","36724","2532","10651","1833","187465","7308","3748","1213","24499","2875","81245","5079","60568","3842","17405","2224","316033","7246","4420","954","24208","2897","123828","4449","80372","4561","83205","4675"
"0500000US06061","Placer County, California","147236","1902","4763","1119","37904","2918","63764","2988","27013","1970","13792","1674","32743","2614","3787","1071","22966","2119","5182","1202","653","492","155","169","55117","3389","820","421","9680","1615","31987","2488","8726","1564","3904","992","21531","2455","37","61","2426","857","8021","1497","8941","1601","2106","622","37845","2190","119","136","2832","1096","18574","1974","8693","1250","7627","1344"
"0500000US06065","Riverside County, California","734948","6129","30985","2991","199215","7317","270086","6405","142817","6205","91845","4838","150187","7393","21178","2593","98087","5648","24063","2993","4415","987","2444","967","223412","6752","4333","989","59345","4025","118180","4111","32036","2975","9518","1552","116160","5635","2497","840","21266","2777","43620","3735","35399","3136","13378","1794","245189","7539","2977","851","20517","3217","84223","4386","70967","5287","66505","4251"
