Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
5/1/2021,17067,17,Hancock ,IL,28.7,5081,5081,33.1,5071,36.2,2536,60.8,97.5,6409,36.2,6409,41.8,6386,45.6,3122,74.9,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,50017,17,Orange ,VT,23.9,6907,6907,27.1,6897,29.2,3482,54.7,74.4,9972,34.5,9972,39.1,9903,41.9,3857,60.6,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,56023,17,Lincoln ,WY,22,4359,4359,26.5,4352,29.8,2056,57.5,96.8,5231,26.4,5231,31.8,5204,35.6,2236,62.5,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,46073,17,Jerauld ,SD,31.2,628,628,37.2,628,40.8,310,56.6,80.4,,0,,0,,0,,0,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,8079,17,Mineral ,CO,25,192,192,27.6,192,29,71,27.5,66.3,263,34.2,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,27031,17,Cook ,MN,57.5,3140,3140,63.8,3124,67.3,1405,87.8,95.4,3695,67.6,3695,75.1,3656,78.8,1458,91.1,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,20051,17,Ellis ,KS,31.2,8918,8918,36.4,8903,39.5,3462,75.7,93.1,10544,36.9,10543,43.1,10454,46.4,3705,81.1,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,39095,17,Lucas ,OH,33.4,142945,142940,39.4,141719,42.9,52675,73.6,97.5,166098,38.8,166059,45.8,163277,49.5,56505,79,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,35041,17,Roosevelt ,NM,13.4,2486,2486,16.1,2479,17.7,801,29.5,76.1,,0,,0,,0,,0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,51199,17,York ,VA,24.8,16940,16939,29.1,16861,32.3,6641,58.4,50,23003,33.7,23002,39.6,22629,43.3,7305,64.3,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,27143,17,Sibley ,MN,27.3,4058,4058,32,4051,35.4,1899,67.6,95.4,5225,35.1,5225,41.2,5193,45.4,2134,75.9,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,47009,17,Blount ,TN,27.3,36276,36275,31.2,36098,33.9,17553,64.1,98.1,45865,34.5,45864,39.4,45439,42.6,19428,71,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,40017,17,Canadian ,OK,31.3,46377,46377,37.7,45833,41.8,13824,70.1,93.1,57221,38.6,57219,46.5,56286,51.3,15626,79.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,56003,17,Big Horn ,WY,21.2,2495,2495,25,2493,28,1455,56.4,96.8,2852,24.2,2852,28.6,2849,32,1561,60.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,20079,17,Harvey ,KS,27.2,9359,9359,32.1,9261,35.4,3736,54.8,93.1,11112,32.3,11112,38.1,10947,41.8,4067,59.6,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,19073,17,Greene ,IA,36.5,3248,3248,43,3226,47.1,1575,78.6,97.4,3818,43,3818,50.5,3786,55.2,1748,87.3,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,18139,17,Rush ,IN,30.2,5000,5000,35.2,4970,38.7,2312,74.4,98.5,5560,33.5,5559,39.1,5508,42.9,2409,77.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,18177,17,Wayne ,IN,30.6,20168,20167,35.7,20019,38.9,9147,71.1,98.5,22100,33.5,22096,39.2,21872,42.5,9471,73.6,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,28141,17,Tishomingo ,MS,21,4067,4067,24.3,4057,26.7,2186,54.3,98.6,5024,25.9,5022,30,5005,32.9,2521,62.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,27007,17,Beltrami ,MN,36.5,17206,17206,44.1,17117,48.4,6345,81.6,95.4,20636,43.7,20632,52.9,20390,57.7,6710,86.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/1/2021,UNK,17,Unknown ,MD,0,25985,25984,0,25907,0,6399,0,98.8,39970,0,39962,0,39572,0,7458,0,,,,,
5/1/2021,55001,17,Adams ,WI,34.2,6914,6914,37.4,6901,39.7,3844,63,97.2,8254,40.8,8254,44.7,8210,47.3,4110,67.4,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,10005,17,Sussex ,DE,38.5,90272,90271,43.9,89991,47,51217,76.1,96.2,117462,50.1,117448,57.1,116603,61,59774,88.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,48135,17,Ector ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,34023,17,Middlesex ,NJ,30.5,251779,251776,35.5,250057,38.7,78009,61.1,90.8,396483,48.1,396459,56,390966,60.5,100234,78.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,38041,17,Hettinger ,ND,27,675,675,32.9,674,36,387,70.2,95.7,781,31.3,781,38,779,41.6,418,75.9,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,36069,17,Ontario ,NY,41,44997,44997,46.9,44688,50.8,17218,76.1,97.2,54074,49.3,54073,56.4,53149,60.4,18562,82.1,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,17017,17,Cass ,IL,33.2,4032,4031,39.5,4007,43.6,1498,67.5,97.5,4798,39.5,4796,47,4728,51.5,1648,74.3,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,36107,17,Tioga ,NY,33.8,16299,16299,38.8,16208,42.4,6585,65.2,97.2,19905,41.3,19904,47.4,19642,51.3,7292,72.2,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,20029,17,Cloud ,KS,29.6,2597,2597,35.1,2586,38.3,1333,70.3,93.1,3003,34.2,3003,40.5,2984,44.2,1435,75.7,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,48229,17,Hudspeth ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,13175,17,Laurens ,GA,10,4759,4758,11.9,4747,13.2,2071,24.1,48.6,5597,11.8,5596,14,5575,15.5,2251,26.2,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,UNK,17,Unknown ,KY,0,95504,95499,0,95073,0,32357,0,93.4,138951,0,138921,0,137858,0,47059,0,,,,,
5/1/2021,1115,17,St. Clair ,AL,16.7,14953,14953,19.6,14935,21.5,7331,48.6,92.1,21056,23.5,21053,27.6,20976,30.3,9111,60.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,21165,17,Menifee ,KY,25.2,1632,1632,28.4,1630,30.8,716,51.5,93.4,1942,29.9,1942,33.9,1935,36.5,787,56.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,12043,17,Glades ,FL,14.9,2061,2061,16.4,2061,17.4,1391,36.5,98.8,2759,20,2759,21.9,2758,23.3,1431,37.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,13219,17,Oconee ,GA,14.7,5909,5909,17.5,5876,19.8,2838,44.6,48.6,6671,16.6,6671,19.7,6592,22.2,2967,46.6,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,17141,17,Ogle ,IL,29.4,14874,14873,34.2,14824,37.7,6222,64.1,97.5,21069,41.6,21063,48.4,20618,52.4,7811,80.4,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,29177,17,Ray ,MO,19.9,4577,4577,23.3,4573,25.6,2040,47,90.7,5815,25.3,5815,29.5,5774,32.3,2278,52.5,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,20103,17,Leavenworth ,KS,33.3,27235,27235,39.5,27186,43.4,8970,73,93.1,34887,42.7,34886,50.6,34759,55.5,9915,80.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,13167,17,Johnson ,GA,2.7,264,264,3.1,264,3.4,118,6.6,48.6,526,5.5,526,6.2,526,6.7,214,12,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,2122,17,Kenai Peninsula Borough,AK,30.8,18059,18059,36.1,17829,39.2,6984,64.8,97.7,20386,34.7,20379,40.8,20080,44.1,7426,68.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,31003,17,Antelope ,NE,23.3,1467,1467,27.7,1466,30.5,809,53.4,86.6,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,29171,17,Putnam ,MO,19.6,920,920,23,918,25.2,534,45.6,90.7,1049,22.3,1049,26.2,1047,28.7,557,47.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,20151,17,Pratt ,KS,30.4,2782,2782,36,2775,39.8,1253,64.5,93.1,3268,35.7,3268,42.3,3261,46.7,1386,71.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,12109,17,St. Johns ,FL,39.1,103525,103525,45.2,102735,49.5,46619,85.3,98.8,127406,48.1,127391,55.7,125574,60.5,50441,92.3,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,19067,17,Floyd ,IA,31.8,4974,4974,37.3,4963,41.1,2428,69.8,97.4,6078,38.9,6078,45.6,6037,50,2633,75.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,19055,17,Delaware ,IA,33.6,5712,5712,39.5,5701,43.9,2650,78.7,97.4,6781,39.9,6781,46.9,6757,52,2775,82.4,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,2100,17,Haines Borough,AK,52.6,1332,1332,59,1307,63,409,74.6,97.7,1401,55.4,1401,62,1373,66.2,425,77.6,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,31143,17,Polk ,NE,20.8,1085,1085,24.1,1083,26.8,647,52.5,86.6,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,48281,17,Lampasas ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,8059,17,Jefferson ,CO,26.2,152630,152630,29.9,150729,32.1,42623,43.1,66.3,217428,37.3,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,21101,17,Henderson ,KY,24.7,11176,11176,29,11157,32,5195,62.9,93.4,14425,31.9,14425,37.4,14349,41.1,5925,71.7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,19099,17,Jasper ,IA,29.7,11028,11028,34.6,11003,38,5249,72.4,97.4,15002,40.3,15002,47,14923,51.5,5810,80.1,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,23005,17,Cumberland ,ME,42,123993,123990,47.6,123644,51.3,49093,87.4,95.5,179329,60.8,179317,68.9,176060,73.1,50905,90.6,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,28061,17,Jasper ,MS,24.9,4073,4073,29.2,4065,31.9,1951,57.4,98.6,4605,28.1,4605,33,4595,36.1,2136,62.8,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,72079,17,Lajas Municipio,PR,26.7,5885,5885,30,5884,32.6,2663,71.2,96,8423,38.3,8420,42.9,8376,46.4,3103,82.9,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
5/1/2021,33017,17,Strafford ,NH,8.2,10666,10665,9.2,10654,10,4545,22.5,84.7,22624,17.3,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,22105,17,Tangipahoa Parish,LA,22,29643,29643,26.4,29561,29,13388,66.6,95.2,35426,26.3,35423,31.5,35263,34.6,14536,72.3,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,54087,17,Roane ,WV,1.9,260,260,2.2,259,2.4,144,4.6,53.5,360,2.6,360,3,357,3.3,175,5.6,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
5/1/2021,4017,17,Navajo ,AZ,36.8,40834,40834,44.4,39519,48.3,13435,64.5,97.6,50307,45.4,50303,54.8,48588,59.4,16266,78.1,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
5/1/2021,27019,17,Carver ,MN,31.3,32915,32914,37.6,32584,42.1,10209,77,95.4,48166,45.8,48162,55.1,46790,60.5,11352,85.7,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,13031,17,Bulloch ,GA,14.6,11628,11628,16.8,11587,18.1,4956,53.5,48.6,15136,19,15134,21.9,15024,23.5,5717,61.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,48373,17,Polk ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,13153,17,Houston ,GA,18.9,29829,29828,22.7,29690,25.3,10330,50.4,48.6,43849,27.8,43845,33.4,43319,36.9,13756,67.1,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,40081,17,Lincoln ,OK,22.6,7878,7878,26.6,7841,29.4,3649,56.2,93.1,9508,27.3,9508,32.1,9443,35.4,4073,62.7,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,13193,17,Macon ,GA,6.1,786,786,6.9,784,7.4,385,16.4,48.6,989,7.6,989,8.7,986,9.3,396,16.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,47021,17,Cheatham ,TN,23.1,9394,9393,26.8,9363,29.5,3949,62.5,98.1,12484,30.7,12482,35.6,12397,39,4543,71.9,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,19069,17,Franklin ,IA,33.2,3343,3343,39,3336,43.2,1651,76.7,97.4,3967,39.4,3967,46.3,3946,51.1,1752,81.4,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,37025,17,Cabarrus ,NC,23.7,51283,51276,28.3,50856,31.5,19009,65.4,96.4,76128,35.2,76110,42,74669,46.2,22348,76.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,8103,17,Rio Blanco ,CO,9.8,622,622,11.7,621,13,239,23.1,66.3,,0,,0,,0,,0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
5/1/2021,48429,17,Stephens ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,21025,17,Breathitt ,KY,27,3416,3416,31.4,3401,34,1277,57,93.4,4060,32.1,4060,37.3,4030,40.3,1433,64,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,48197,17,Hardeman ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,31009,17,Blaine ,NE,15.1,70,70,17.3,70,18.5,29,23.2,86.6,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,27157,17,Wabasha ,MN,44.9,9715,9715,52.3,9668,57,4376,89.7,95.4,12151,56.2,12151,65.5,11991,70.7,5132,99.9,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,17155,17,Putnam ,IL,32.5,1867,1867,37.2,1863,40.5,900,67.7,97.5,2520,43.9,2519,50.2,2485,54.1,1038,78.1,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,13049,17,Charlton ,GA,2.7,363,363,3.1,363,3.3,218,10.3,48.6,469,3.5,469,4,467,4.3,271,12.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,19095,17,Iowa ,IA,36.5,5904,5904,43.1,5882,47.4,2593,82.9,97.4,7620,47.1,7620,55.6,7550,60.8,2762,88.4,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,45045,17,Greenville ,SC,27.8,145311,145258,32.7,144068,35.7,58317,69,93.3,190013,36.3,189890,42.8,187148,46.4,65991,78.1,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,19141,17,O'Brien ,IA,34,4670,4670,40.3,4654,44.5,2172,76.5,97.4,5387,39.2,5387,46.4,5354,51.2,2326,81.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,28029,17,Copiah ,MS,26.5,7429,7429,31,7418,34.2,3232,63,98.6,8664,30.9,8664,36.2,8633,39.8,3538,68.9,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,54029,17,Hancock ,WV,14,4035,4034,15.9,4002,17.1,1986,29,53.5,4705,16.3,4702,18.5,4653,19.9,2160,31.6,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
5/1/2021,48089,17,Colorado ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,48269,17,King ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/1/2021,72019,17,Barranquitas Municipio,PR,30.1,8351,8350,33.8,8342,36.7,2821,59.9,96,12534,45.2,12530,50.7,12330,54.2,3221,68.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,51031,17,Campbell ,VA,10.6,5794,5794,12.1,5780,13.1,2591,23.3,50,7366,13.4,7366,15.3,7318,16.5,3020,27.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
5/1/2021,18165,17,Vermillion ,IN,26.6,4128,4128,30.9,4124,34.1,2099,66.7,98.5,4848,31.3,4848,36.3,4805,39.8,2213,70.3,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,12107,17,Putnam ,FL,18.4,13723,13722,21.4,13705,23.3,8493,48.1,98.8,19469,26.1,19459,30.4,19390,33,10936,61.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,54105,17,Wirt ,WV,0.6,35,35,0.7,35,0.8,26,2.1,53.5,44,0.8,44,0.9,44,1,29,2.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
5/1/2021,12121,17,Suwannee ,FL,19.3,8562,8562,22.3,8557,24.4,5411,56.1,98.8,10902,24.5,10901,28.4,10869,31,6049,62.7,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,5139,17,Union ,AR,22.1,8566,8564,26.3,8550,29.1,3979,55.9,89,12296,31.8,12289,37.7,12169,41.4,5151,72.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,48005,17,Angelina ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,39079,17,Jackson ,OH,27.5,8926,8926,32.7,8886,36,3757,65.7,97.5,9588,29.6,9588,35.1,9495,38.5,3872,67.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,39039,17,Defiance ,OH,31.2,11869,11869,36.4,11813,40.1,5332,72.8,97.5,12927,33.9,12927,39.7,12841,43.6,5660,77.3,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,48483,17,Wheeler ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,20069,17,Gray ,KS,24,1440,1440,29.6,1439,33.7,634,68.2,93.1,1674,28,1674,34.4,1669,39.1,690,74.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,41049,17,Morrow ,OR,28.5,3305,3305,34.7,3287,39,1197,61.5,97.4,3954,34.1,3954,41.5,3916,46.5,1293,66.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,56017,17,Hot Springs ,WY,31.9,1407,1407,36.7,1407,40.1,790,64.7,96.8,1534,34.8,1534,40,1531,43.7,828,67.8,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,22021,17,Caldwell Parish,LA,19.8,1959,1959,23.3,1959,25.6,1044,58,95.2,2367,23.9,2367,28.1,2362,30.9,1207,67.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,1029,17,Cleburne ,AL,16.5,2466,2466,19.4,2466,21.4,1340,44.5,92.1,3213,21.5,3213,25.3,3206,27.8,1587,52.8,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,42045,17,Delaware ,PA,33.2,187898,187890,38.8,187044,42.3,69572,73.2,92.4,295539,52.1,295514,61,290821,65.8,88359,93,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,29205,17,Shelby ,MO,29.5,1752,1752,35.1,1752,39,942,73,90.7,2006,33.8,2006,40.1,2004,44.6,1005,77.9,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,23011,17,Kennebec ,ME,35.4,43251,43249,40.3,43193,43.6,19831,78.9,95.5,58826,48.1,58822,54.9,58185,58.8,21740,86.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,41029,17,Jackson ,OR,25,55180,55180,28.9,54999,31.3,29778,59.7,97.4,81263,36.8,81263,42.6,80327,45.7,35827,71.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
