Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
5/1/2021,27075,17,Lake ,MN,43,4579,4579,49.2,4549,52.9,2129,74.6,95.4,5338,50.2,5337,57.3,5262,61.1,2220,77.8,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
5/1/2021,47003,17,Bedford ,TN,17.3,8622,8622,20.8,8600,23.2,4341,57.5,98.1,11252,22.6,11249,27.1,11172,30.1,4970,65.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,35039,17,Rio Arriba ,NM,37.4,14547,14544,44.1,14283,47.7,4306,55.1,76.1,15783,40.6,,0,,0,,0,,,,,
5/1/2021,40117,17,Pawnee ,OK,28.1,4603,4603,33.1,4555,36.3,1996,62.5,93.1,5561,34,5561,40,5498,43.8,2284,71.5,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,42013,17,Blair ,PA,28.7,34992,34991,33,34933,35.9,17010,65.6,92.4,43836,36,43834,41.4,43577,44.8,19233,74.2,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,72069,17,Humacao Municipio,PR,24.1,12231,12229,27.1,12226,29.4,5132,59.6,96,18472,36.5,18467,40.9,18203,43.8,5982,69.5,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,27115,17,Pine ,MN,26.6,7881,7880,30.3,7870,32.9,4108,64.6,95.4,9989,33.8,9988,38.4,9922,41.5,4532,71.3,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,51610,17,Falls Church city,VA,3.5,510,510,4.2,509,4.6,108,5.3,50,762,5.2,762,6.2,756,6.9,136,6.6,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,30081,17,Ravalli ,MT,30.8,13481,13480,34.8,13391,37.6,7265,62.5,95.8,15823,36.1,15822,40.9,15668,44,7982,68.6,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,48295,17,Lipscomb ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low-Mod,,,,
5/1/2021,21051,17,Clay ,KY,20.6,4103,4103,23.9,4095,26.1,1564,50.5,93.4,5451,27.4,5451,31.8,5422,34.5,1781,57.5,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,29021,17,Buchanan ,MO,21,18325,18325,24.6,18315,27,7062,48.4,90.7,22780,26.1,22780,30.6,22649,33.4,7891,54,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,13289,17,Twiggs ,GA,1.8,143,143,2,143,2.2,86,4.5,48.6,240,3,240,3.4,239,3.6,135,7.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,5135,17,Sharp ,AR,19.4,3376,3376,22.3,3367,24.3,1954,42.4,89,4526,25.9,4526,29.8,4506,32.5,2426,52.7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,20025,17,Clark ,KS,32.5,649,649,38.6,649,43.2,306,71.5,93.1,728,36.5,728,43.3,720,48,328,76.6,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,22039,17,Evangeline Parish,LA,17.8,5929,5928,21.3,5916,23.6,2701,51.1,95.2,7333,22,7332,26.3,7305,29.1,3033,57.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,48011,17,Armstrong ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/1/2021,51119,17,Middlesex ,VA,35.6,3767,3767,39.8,3757,42.3,2181,64.4,50,4654,44,4654,49.1,4615,51.9,2428,71.7,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,13009,17,Baldwin ,GA,2.5,1132,1132,2.9,1132,3.1,496,6.7,48.6,1752,3.9,1751,4.4,1748,4.8,744,10.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,17005,17,Bond ,IL,30.9,5082,5082,35.1,5068,38.1,2081,65.2,97.5,6237,38,6237,43.1,6165,46.4,2331,73,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,13119,17,Franklin ,GA,3.1,726,726,3.6,726,4,301,6.7,48.6,894,3.8,,0,,0,,0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,27149,17,Stevens ,MN,36.5,3579,3579,42.7,3555,46.2,1326,77.9,95.4,4243,43.3,4242,50.6,4182,54.3,1433,84.2,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,9003,17,Hartford ,CT,38.9,346710,346657,44.9,344952,48.9,127141,81.8,98.3,478428,53.7,478265,61.9,468716,66.4,141113,90.7,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,13301,17,Warren ,GA,4.3,224,224,4.9,223,5.3,109,9,48.6,300,5.7,300,6.5,299,7.1,133,10.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
5/1/2021,51171,17,Shenandoah ,VA,19.9,8661,8661,23,8633,25.1,4366,45.1,50,11484,26.3,11482,30.5,11378,33,5212,53.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,2068,17,Denali Borough,AK,35.3,740,740,40.6,728,42.9,167,70.2,97.7,811,38.7,811,44.5,799,47.1,172,72.3,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,21123,17,Larue ,KY,24,3449,3449,28,3442,30.9,1621,63,93.4,4045,28.1,4045,32.8,4018,36.1,1756,68.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,55083,17,Oconto ,WI,32.5,12315,12315,37.2,12267,40.5,5999,75.8,97.2,14400,38,14399,43.5,14276,47.1,6321,79.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,38077,17,Richland ,ND,35,5665,5665,41.1,5633,44.6,2174,72,95.7,6479,40.1,6479,47,6435,50.9,2411,79.8,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,38049,17,McHenry ,ND,27.7,1594,1594,33.1,1583,36.1,821,68.3,95.7,1781,31,1781,37,1765,40.3,873,72.6,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,48037,17,Bowie ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,37125,17,Moore ,NC,36.5,36812,36802,42.6,36442,45.9,19411,80.2,96.4,44794,44.4,44782,51.8,44084,55.6,20994,86.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,48083,17,Coleman ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low-Mod,,,,
5/1/2021,19047,17,Crawford ,IA,33,5558,5558,39.7,5543,44,2247,74.4,97.4,6525,38.8,6525,46.6,6471,51.4,2396,79.4,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
5/1/2021,42051,17,Fayette ,PA,34.4,44524,44522,39.3,44331,42.4,20768,74,92.4,54556,42.2,54550,48.1,54148,51.8,23863,85.1,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,45083,17,Spartanburg ,SC,20.8,66624,66589,24.5,66243,26.9,30219,57.6,93.3,84523,26.4,84452,31.1,83617,34,33992,64.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,48013,17,Atascosa ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,47035,17,Cumberland ,TN,29.4,17775,17774,33.1,17759,35.5,11951,63.2,98.1,20240,33.4,20237,37.7,20148,40.2,12924,68.4,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,47085,17,Humphreys ,TN,19.9,3689,3689,23,3686,25.3,2114,56.2,98.1,4765,25.6,4765,29.7,4755,32.6,2403,63.9,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,31165,17,Sioux ,NE,14.9,174,174,16.7,174,18,102,28.7,86.6,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,16015,17,Boise ,ID,19.9,1558,1558,21.9,1558,23.8,904,43.9,98,1940,24.8,1940,27.3,1940,29.6,1005,48.8,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,38087,17,Slope ,ND,7.3,55,55,8.5,55,9.2,34,19.1,95.7,76,10.1,76,11.8,76,12.7,47,26.4,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,13149,17,Heard ,GA,3.9,469,469,4.6,469,5.1,200,9.2,48.6,521,4.4,521,5.1,520,5.6,206,9.4,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
5/1/2021,55015,17,Calumet ,WI,31.6,15812,15812,36.8,15693,40.8,6153,78.3,97.2,19570,39.1,19569,45.6,19233,50.1,6501,82.7,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,17129,17,Menard ,IL,32.5,3965,3965,37.6,3946,41.3,1721,70.5,97.5,5055,41.4,5054,47.9,4982,52.1,1984,81.2,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,35037,17,Quay ,NM,18.1,1492,1492,21,1492,23,733,34.5,76.1,,0,,0,,0,,0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
5/1/2021,47037,17,Davidson ,TN,30.5,211700,211693,35.7,210663,38.2,58815,67.6,98.1,274970,39.6,274951,46.3,272017,49.4,65031,74.7,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,22005,17,Ascension Parish,LA,23.7,30031,30031,28.8,29806,32.1,10792,69.4,95.2,36458,28.8,36454,34.9,36026,38.7,11702,75.3,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,31145,17,Red Willow ,NE,20.7,2220,2220,24.2,2219,26.6,1081,47.9,86.6,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,46005,17,Beadle ,SD,25.6,4732,4732,31.6,4728,35.1,1784,54.4,80.4,,0,,0,,0,,0,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,30049,17,Lewis and Clark ,MT,35.6,24692,24692,41.5,24496,44.9,10240,76,95.8,31351,45.2,31350,52.7,30846,56.5,11205,83.2,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,48007,17,Aransas ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,33013,17,Merrimack ,NH,9.6,14539,14536,10.9,14505,11.8,6607,23.4,84.7,29433,19.4,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,31095,17,Jefferson ,NE,31.4,2211,2211,36.5,2208,39.9,1270,73.7,86.6,2743,38.9,,0,,0,,0,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,38047,17,Logan ,ND,22.7,420,420,26.7,420,29.3,263,53.5,95.7,535,28.9,535,34,534,37.3,325,66.1,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,28139,17,Tippah ,MS,20.3,4478,4478,24.1,4470,26.7,2251,60.5,98.6,5410,24.6,5410,29.1,5402,32.3,2544,68.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,8125,17,Yuma ,CO,13.5,1350,1349,16.6,1348,18.5,336,17.9,66.3,1799,18,1798,22.1,1789,24.6,421,22.5,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
5/1/2021,40065,17,Jackson ,OK,28.9,7096,7096,35,7073,38.4,2583,69.1,93.1,8707,35.5,8707,42.9,8651,46.9,2843,76.1,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,21171,17,Monroe ,KY,27.9,2971,2971,32.9,2968,36,1353,66.1,93.4,3329,31.3,3329,36.9,3319,40.3,1426,69.6,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,53043,17,Lincoln ,WA,27.4,3002,3002,31.8,2995,35,1758,62.1,95.7,3653,33.4,3653,38.7,3637,42.5,1913,67.5,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
5/1/2021,51740,17,Portsmouth city,VA,42.4,40043,40043,50.6,40008,55.1,9761,68.3,50,51165,54.2,51164,64.7,50961,70.2,11114,77.8,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
5/1/2021,6071,17,San Bernardino ,CA,23.2,505922,505899,28,501546,31.1,159200,61.1,96.9,737626,33.8,737427,40.9,723454,44.9,191941,73.7,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,2050,17,Bethel Census Area,AK,42.4,7800,7800,56.4,7517,63.4,1112,76.8,97.7,8759,47.6,8758,63.3,8369,70.6,1185,81.8,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
5/1/2021,55121,17,Trempealeau ,WI,38.1,11298,11298,45.7,11223,50.5,5166,94.5,97.2,13571,45.8,13571,54.9,13416,60.4,5384,98.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,46119,17,Sully ,SD,21.7,302,302,25.1,296,27.1,129,35.5,80.4,,0,,0,,0,,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,18175,17,Washington ,IN,22.3,6239,6239,26.1,6223,28.8,2988,61.5,98.5,7880,28.1,7880,32.9,7814,36.2,3243,66.7,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,55023,17,Crawford ,WI,37.8,6091,6091,43,6053,46.9,2997,77.5,97.2,6923,42.9,6923,48.9,6840,53,3111,80.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,17161,17,Rock Island ,IL,31.5,44630,44626,36.9,44405,40.3,18567,66.2,97.5,64952,45.8,64934,53.7,64103,58.1,23811,84.9,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,48343,17,Morris ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Mod-High,,,,
5/1/2021,12021,17,Collier ,FL,37.2,143304,143300,41.7,143178,44.7,98422,77.7,98.8,194281,50.5,194252,56.5,193380,60.4,114901,90.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,1019,17,Cherokee ,AL,17.3,4521,4521,19.6,4513,21.2,2537,41.2,92.1,5942,22.7,5942,25.8,5920,27.9,3067,49.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,51009,17,Amherst ,VA,19.1,6049,6049,21.9,6025,23.6,2731,40,50,7701,24.4,7700,27.9,7606,29.8,3143,46,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,72119,17,Rio Grande Municipio,PR,17.1,8213,8213,19.2,8211,20.8,3438,42.1,96,13647,28.4,13643,31.9,13547,34.4,4645,56.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,17007,17,Boone ,IL,26,13910,13910,30.5,13852,34.3,5535,64,97.5,21988,41.1,21988,48.2,21452,53.1,7208,83.4,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,38083,17,Sheridan ,ND,26.4,347,347,29.8,347,32.1,208,46.4,95.7,407,31,407,35,407,37.7,230,51.3,Low,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI
5/1/2021,18109,17,Morgan ,IN,27.1,19124,19124,31.6,19087,34.9,9018,73.9,98.5,24431,34.7,24431,40.4,24213,44.3,9682,79.4,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,High VC/Low SVI
5/1/2021,18091,17,LaPorte ,IN,28.6,31443,31443,33.3,31357,36.2,14972,73.7,98.5,40664,37,40663,43.1,40236,46.5,16172,79.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,34029,17,Ocean ,NJ,28.1,170706,170705,33.6,170440,37,83141,60.1,90.8,241148,39.7,241131,47.5,240094,52.1,104638,75.6,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,49053,17,Washington ,UT,21.5,38191,38189,25.7,37875,28.7,16685,42.7,96.1,61738,34.8,61735,41.6,61119,46.2,28936,74.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,38085,17,Sioux ,ND,23,975,975,30.4,974,35.9,239,66.6,95.7,1198,28.3,1198,37.4,1178,43.4,261,72.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,1027,17,Clay ,AL,20.3,2690,2690,23.4,2686,25.4,1229,44.1,92.1,3754,28.4,3753,32.7,3748,35.5,1787,64.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,48079,17,Cochran ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,High,,,,
5/1/2021,37035,17,Catawba ,NC,28.6,45693,45686,33.3,45473,36.5,21522,73.8,96.4,58023,36.4,58013,42.3,57249,45.9,23060,79.1,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,39091,17,Logan ,OH,25.3,11540,11540,29.7,11482,32.7,5666,66.2,97.5,12488,27.3,12488,32.1,12366,35.2,5794,67.7,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,41047,17,Marion ,OR,26.8,93047,93046,31.9,92597,35.2,39671,70.5,97.4,128403,36.9,128402,44,126710,48.1,43516,77.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
5/1/2021,13085,17,Dawson ,GA,2.5,642,642,2.8,641,3.1,295,5.6,48.6,1027,3.9,1027,4.5,1024,4.9,519,9.8,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,35045,17,San Juan ,NM,44.1,54684,54681,53,52835,57.6,14556,75,76.1,55335,44.6,,0,,0,,0,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
5/1/2021,48397,17,Rockwall ,TX,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,Low,,,,
5/1/2021,39121,17,Noble ,OH,25.7,3707,3707,29.4,3703,31.6,1632,40,97.5,4226,29.3,4226,33.5,4219,36,1703,41.7,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
5/1/2021,27125,17,Red Lake ,MN,34.6,1405,1405,41.2,1395,45.3,626,71.6,95.4,1735,42.8,1735,50.8,1704,55.4,711,81.4,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,16001,17,Ada ,ID,34.8,167723,167721,40.8,167720,45.3,59186,82.3,98,205398,42.7,205397,50,205391,55.5,62826,87.3,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,45021,17,Cherokee ,SC,16,9171,9168,18.8,9145,20.7,4656,47.5,93.3,11841,20.7,11838,24.3,11763,26.6,5388,54.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
5/1/2021,39069,17,Henry ,OH,33.4,9032,9032,39.3,8987,43.3,4037,78.1,97.5,9821,36.4,9821,42.7,9731,46.9,4089,79.1,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,22041,17,Franklin Parish,LA,20.1,4026,4026,24.2,4019,26.9,1913,51.9,95.2,4688,23.4,4688,28.1,4679,31.3,2117,57.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
5/1/2021,40143,17,Tulsa ,OK,32.9,214446,214444,39.6,212294,43.5,73988,76.7,93.1,262509,40.3,262501,48.5,258934,53,80591,83.5,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
5/1/2021,39031,17,Coshocton ,OH,23.2,8476,8476,27.5,8463,30.4,4304,59.3,97.5,9209,25.2,9208,29.8,9140,32.8,4445,61.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
5/1/2021,55011,17,Buffalo ,WI,32,4171,4171,36.8,4153,40.1,2100,70.8,97.2,4958,38,4958,43.8,4904,47.3,2252,75.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,22073,17,Ouachita Parish,LA,23.1,35374,35374,27.6,35235,30.5,15139,64.4,95.2,41876,27.3,41876,32.7,41609,36,16374,69.6,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
5/1/2021,29077,17,Greene ,MO,27.3,80055,80054,31.7,79622,34.3,32878,67,90.7,96742,33,96738,38.3,95492,41.1,36245,73.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
5/1/2021,26161,17,Washtenaw ,MI,38.2,140528,140526,43.4,139505,46.5,43393,81.3,94.8,186479,50.7,186469,57.6,182785,61,46148,86.5,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
5/1/2021,45019,17,Charleston ,SC,35.6,146409,146399,41,145397,43.9,52627,75.4,93.3,185315,45,185280,51.9,182885,55.2,57833,82.8,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,51163,17,Rockbridge ,VA,9.6,2164,2164,10.7,2158,11.5,1110,18.4,50,2737,12.1,2737,13.6,2721,14.5,1283,21.2,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
5/1/2021,20161,17,Riley ,KS,23.1,17178,17178,26.2,17063,27.5,5754,79,93.1,21128,28.5,21128,32.2,20918,33.7,6071,83.4,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,High VC/Low-Mod SVI
5/1/2021,28073,17,Lamar ,MS,30.2,19111,19111,36,18995,39.8,7484,82.3,98.6,21343,33.7,21343,40.2,21166,44.4,7916,87,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
